SLC7A2,PRSS3,PHF21B,FGF10,EPHA8,TRPM5,SLC6A15,PTGS2,SPAG6,SLC4A4,IL12RB2,PGR,OPRK1,NKAIN1,CHGB,ESR1,KRT31,IGFALS,SEZ6L,CABP7,PVALB,COCH,CHGA,RIMS4,PRSS33,SLC6A2,OCA2,TGM5,EPHX3,TFPI2,RLN2,ATRNL1,RUNDC3A,KRT37,SLC6A4,CWH43,NMU,CCKBR,RBM24,STC2,PEX5L,CCL20,KISS1R,TPSG1,CA14,GRIA2,CHRNA2,MATN4,C20orf85,EREG,SCGB1D2,SCGB2A1,PCSK2,TNNI3,NXNL2,BARX1,RTBDN,RGS22,MYBPH,BEX1,GSTM5,CSN2,CGA,KRT121P,EMX1,PAX3,SCEL,CHAD,FGFBP1,SIX3,PCDH10,BMPR1B,ASCL1,SSTR1,NOVA1,HDC,RHCG,CHST4,CBLN2,IL19,FBN3,KLK3,HORMAD1,SCN1A,UNC80,TRPM8,AGTR1,AC062028.1,GLRA3,SLC25A48,GFRA3,ARHGAP36,MAGEA4,RGR,DRD2,MKX,SPATA4,FSIP1,GFRA1,TUBA3E,OLAH,CPB1,ANKFN1,MAGEC1,ART3,SLC28A1,DPYSL5,GRIN2C,DCD,IL20,IL24,KCNF1,NEK10,CXCL5,NPY1R,CARTPT,SLC30A8,CSMD3,GPER1,CPA6,NELL1,KCNC2,ACSM1,MS4A8,B4GALNT2,TMEM145,KLK2,TBX10,TEKT1,GDNF,NSG2,SERPINA6,CST5,CST2,VSTM2A,KRT86,TRH,PROL1,CSN3,NLRP5,FGA,FGB,C11orf86,CST9,AGR3,KCNH6,IGDCC3,VWA3A,SCUBE2,PCSK1,FOXG1,BDNF,TRIM72,RP11-551L14.1,NEUROG2,C1orf173,RNF182,MUC16,GPR88,SLITRK6,NPY2R,KRT6B,LEMD1,SERPINA11,CDHR4,TCL6,DMBT1,TPRG1,HBA2,FZD9,FAM196A,DPY19L2P1,MYBPC1,LINC00238,POTEI,GATA3-AS1,CYP2A7,ANTXRL,CTC-490E21.13,MAGEA1,COLGALT2,MUC2,BRINP2,SNORA73B,RN7SK,POTEKP,C6orf15,KRTAP5-10,CD177,PRSS1,AC005863.1,MT1H,HBA1,RNU6-813P,IGLV1-36,IGLV2-18,IGLV3-9,IGHE,IGHV4-4,IGHV2-5,IGHV3-66,SNORD17,UCA1,CYP4F30P,AC079776.2,MAGEA3,RP11-465B22.5,IGKV3D-15,GS1-18A18.1,LINC01087,LINC00393,RP11-120J1.1,IGHV3-72,MTND1P23,HAR1A,RP11-148B18.3,CES1P1,NKX1-2,ELOVL2-AS1,RP11-379F12.4,PHGR1,RP1-269M15.3,DSCAM-AS1,DPY19L2P4,AC018816.3,Z82214.3,CLEC2L,HNRNPA1P57,AC093642.3,LINC00707,CYP4F62P,CPHL1P,FAR2P3,SLC25A24P1,ABCC13,TUBA4B,HBB,RP11-10A14.5,RP11-53O19.2,RP11-473L15.3,CASC16,LINC01016,RP11-434D9.1,RP11-168E14.1,AACSP1,RP11-53O19.1,AC005355.2,AC145110.1,IGHEP1,CTB-33O18.1,CTA-392C11.1,CTB-33O18.3,RP11-730G20.1,CTB-33O18.2,RP11-865I6.2,RP11-758M4.1,RMST,RP11-817J15.3,CYP2A6,CYP2B7P,RPPH1,CTD-2033D15.1,TPSP2,RP11-616M22.7,DLGAP1-AS5,RP11-708H21.4,MIR3687,MIR3648,MAPT-AS1,RP11-260A9.6,FEM1AP2,RP11-260A9.4,RP11-116O18.1,RP11-13K12.1,SCGB1B2P,AC092071.1,BX072566.2,RMRP,PGR.log2.tpm,ESR1.log2.tpm,ERBB2.log2.tpm
41686,1,1,6173,101,0,1,92,13,35,14,22046,4,2624,3,81923,2693,94,720,4,7,19,0,1307,2,1,5,13,14,103,69,112,35,219,0,1,46,0,8135,113968,1040,17,4,928,59,19028,133,10,0,1,45112,2662,1,21,712,1,439,1596,11,9,49,0,955,9,11,7,3,9959,0,51,17,77165,2591,61,5506,485,0,0,66,1,12,0,15,0,5,0,10973,10,8,4698,53,20,0,0,9,44,70,3549,31807,4,0,190,47,6,2,9,0,125,186,8,0,4,234,1,219721,9,4502,0,114,978,13,4,109,133,138,303,0,0,2,0,21,2277,2361,3068,0,81,61,3,0,0,3,204,0,866,12193,17,35,761,147332,6,0,9,54,1215,0,1258,25,62,17,19750,0,14,11,803,80,12,0,23032,2,1,10223,2,89,470,2341,553,350,13,151,3,33,2,6128,77,358,12921,4,170,11,0,2,0,0,319,5,1,4,28,53,66,2,35,7,985,98,0,93,10,0,12803,0,1,13,12,5,145,0,0,127,354,233,82,3221,39,3562,367,1,9,943,0,2644,517,2017,2,4,7,50,7,3273,293,149,153,22,322,0,26712,51,12,1,1170,638,1621,416,562,7,126,665,0,58,146534,32,435,331,165,25,24,16,25,285,0,330,0,65,9,34,1747,18,32,6.481,8.542,7.257
5331,2,16,83,75,40,9,68,51,76,8,6974,0,1222,1,23516,9,68,28,15,36,56,1,1098,1,9,4,15,9,2221,21,172,12,25,516,36,10,2,293,28007,17,10,19,1801,108,46,0,4,0,4,92,41,4,2,593,32,1,419,15,22,186,0,0,2,232,26,2,1689,2,2,0,21129,2,52,14322,191,2,2,442,12,36,5,7,1,5,1,267,219,526,107,10,13043,0,4,25,44,15,1703,85493,339,0,40,14,0,5,4,1,19,0,331,34,830,2187,3,3923,12,294,2,457,2,3089,414,23,807,4,159,3,0,0,1,0,737,10,142,6822,55,760,5,0,8,0,0,0,116,3880,0,34,5,14422,5,1,17,0,22,4,677,19,60,25,570,25,60,6,82,4,12,1,1529,98,14,793,28,741,99,86,926,2,8,0,16,73,0,10,64,96,1950,2,25,2,1,0,0,11,43,81,160,467,8,179,410,26,10,15,0,278,0,47,94,206,1739,0,7,347,28,4,9,0,0,112,376,2191,185,579,125,45,4,15,87,1073,3,0,54,0,5,112,0,269,1,1034,112,36,1258,10,232,1,6128,78,0,0,181,14,37,34,48,279,78,33,30,19,125,11,258,515,258,26,1,8,14,109,0,1,0,42,4,31,1,3,5,4.832,6.753,4.699
23294,3,491,329,80,1,0,82,6,52,145,13657,2,4486,22,20541,0,17,66,31,19,151,0,2182,0,4,3,28,38,314,84,93,26,1,61,56,14,6,4489,4677,27,11,8,46,29,1,0,4,0,2,2366,2910,2,10,130,12,0,471,11,3930,153,0,66,1,161,35,0,63,1,6,30,3356,47,35,2026,474,1,0,220,10,4,16,57,0,9,14,1119,9,67,166,6,4,0,0,10,58,29,1029,14454,143,1,1224,44,0,24,7,0,42,2,89,61,201,1447,7,8693,1,181,0,213,12,36,1,44,50,1,36,7,0,0,6,8,160,19,475,948,29,4,27,0,2,0,0,0,0,1348,2,9,85,10583,57,4,113,3,100,3,356,11,60,19,660,0,73,2,163,33,33,5,1239,237,11,202,160,547,82,55,258,0,1,0,0,66,0,179,110,380,1671,15,55,38,1,0,1,6,33,144,89,392,6,65,1064,8,24,23,13,51,0,0,86,46,1799,0,6,545,47,47,1,15,0,23,124,25,81,3818,105,43,3,5,1553,183,0,8,35,15,9,290,0,988,3,23,8,0,386,13,32,2,1059,5,28,1,1,119,0,225,0,8,219,25,1,2,498,51,457,132,71,10,0,26,14,49,0,19,0,51,19,13,2,0,33,5.18,5.936,5.12
3990,1,47,370,7,9,4,120,8,110,86,3033,0,392,9,21326,52,112,58,1,2055,98,14,1294,0,3,19,2,31,63,43,136,65,32,13,26,5,0,229,21001,2,43,157,137,100,4,9,4,24,0,90,87,8,16,48,37,2,154,9,280,243,0,38,12,8,15,5,1729,0,19,43,2083,91,66,342,457,4,3,110,12,24,10,42,3,2,33,207,55,4,389,3,3,1,2,13,824,0,744,16665,18,4,7179,23,4,5,32,1,41,0,53,1,341,414,11,51791,0,479,5,414,46,3,96,36,108,16,46,11,1,109,15,33,1185,4,77,2,161,69,0,0,16,0,0,1,288,10050,4,291,208,13233,74,6,316,4,31,1,39,26,357,20,796,7,105,5,294,43,6,6,1232,131,53,77,46,6,8,57,343,0,1,0,1,187,3,257,268,70,1038,3,9,172,29,0,4,2,78,154,398,472,21,2333,2517,165,17,145,7,45,0,13,99,0,784,0,1,1515,51,36,43,20,1,38,194,253,10,163,107,42,1,14,22,80,4,8,111,7,27,0,22,520,1,115,12,2,135,17,42,1,557,18,10,3,442,99,69,37,175,10,162,5,0,23,130,26,259,71,22,19,1,16,12,7,0,5,0,2,3,13,1,0,13,3.081,6.06,5.453
3670,4,83,136,20,1,7,123,13,31,73,3625,5,115,23,12183,2,61,23,3,1549,205,7,750,0,3,6,155,47,420,128,219,7,11,17,33,151,5,234,24796,71,18,0,19,3,66,7,3,64,25,3095,62,382,17,55,2,2,114,5,29,166,0,6,3,44,4,2,743,10,4,22,355,7,45,512,709,2,6,88,27,25,20,114,10435,11,10,270,29,41,78,27,1,10,0,25,115,10,1198,8812,26,2,210,96,13,16,9,25,30,1,97,2,398,99,14,1330,0,22,33,305,89,4,9,148,7,128,9,10,35,18,25,36,1,96,119,30,67,1936,39,0,0,0,15,2,3,218,0,262,34,2342,132,3,27,8,206,0,25,32,451,21,355,15,115,1,64,28,15,22,572,106,21,92,8,65,0,264,22,0,0,3,20,51,819,143,111,1044,743,35,13,36,12,20,4,12,2,66,55,14,17,89,235,25,48,15,62,96,48,11,54,1,735,0,9,177,36,38,41,14,0,7,2,106,82,372,127,62,13,21,15,119,2,305,1266,83,1,6,3,1150,1,3,120,6,106,36,0,1,86,5,7,1,789,43,39,0,68,0,0,4,96,5,425,98,179,11,14,15,17,21,16,0,3,8,9,1,20,42,1,55,206,3.564,5.479,8.891
1436,6,6,172,0,5,16,44,3,32,35,2403,0,82,11,5256,5,94,15,0,0,39,2,314,1,10,0,14,21,1249,38,1521,7,9,650,40,31,2,33,3953,2,50,4,11,91,11,0,2,35,968,547,24,0,6,59,79,0,213,1,15,276,0,15,3,0,57,6,560,4,88,1,163,0,23,273,51,6,1,6,1,28,12,4,4,2,62,230,27,9,29,5,249,1,0,16,34,21,999,12994,12,0,32,25,0,8,1,0,10,0,49,6,35,1321,47,126,0,1,1,68,6,1,1337,33,11,32,22,3,5,24,1,13,6,122,94,5,48,2,22,3,10,41,6932,0,1,4532,0,15,15,2086,27,0,6,5,25,14,8,10,53,16,3022,357,589,2,668,19,2,81,718,19,4,33,4,1099,95,24,31,69,6,95,0,61,1,17,266,2482,411,18,7,96,1,0,25,2,65,13,26,33,96,45,116,11,93,32,7,14,0,55,17,0,589,2,19,81,79,11,6,10,3,7,7,9,45,1484,21,109,19,7,122,299,0,4,261,15,1,50,4,53,1,0,0,1,1,14,10,0,41,15,4,8,10,252,2,38,5,63,16,8,58,55133,45366,797,94,122,45,3,24,50,82,25,0,34,0,4,21,12,350,5,560,2.816,4.111,7.892
6275,1,4,328,0,2,9,223,42,190,88,1013,3,27,14,657,0,3,113,0,9,70,9,108,0,25,91,441,15,207,15,24,15,0,8,0,4,0,127,747,29,29,1,6,1,24,385,9,0,2,205,74,20,0,10,20,14,97,0,22,70477,0,0,0,0,21,14,252,0,2,280,222,7,179,370,291,2,3,3,0,18,38,12,2,8,16,413,0,53,23,116,4,0,4,13,121,15,135,1418,8,2,15,35,12,15,6,0,27,0,1,0,22,929,12,1098,7,9,5,259,11,2,0,39168,7,925,4,152,21,0,29,9,0,3,610,68,16,0,89,5,3,0,0,1,0,26,0,2,3,7240,34,0,8,1,27,0,5,39,3,29,286,9,545,2,11,1,6,5,371,522,10,25,1,8873,0,0,7,641,2,47,1,96,7,21,26,56,10,3,5,36,0,5,6,14,0,658,727,1191,38,109,1876,132,16,1,1,8,0,0,419,0,0,0,37,581,67,24,5,4001,8,2,3,4,17,0,4,25,17,17,0,269,3,0,4953,1,0,0,0,1657,732,8,0,2,9,15,0,0,48,4,17,4,667,0,11,0,20,17,0,105,32,5,15803,6,12,13,14,3,250,3,0,1,0,0,0,34,15,19,35,0,8,1.452,0.997,6.508
616,24,0,102,5,0,0,1256,23,73,681,160,0,14,15,400,0,8,5,0,12,53,2,9,5,75,28,94,48,66,36,32,28,0,6,11,142,0,11,4915,4,233,7,3,2,9,0,19,0,368,12,1,0,19,4,27,14,21,129,1,236,0,0,105,6,25,11,12,149,1,0,550,5,0,188,270,563,105,72,2,3,1,543,71,24,16,200,6,5,2,92,0,59,43,6,79,4,20,830,0,5,8,0,0,51,12,3,7,0,0,2,20,108,113,59,0,4,0,109,16,0,0,51,0,4,12,20,5,0,8,1,0,0,6,0,408,3,15,0,0,0,0,131,0,13,1,10,16,887,154,0,4,9,36,3,9,8,387,26,88,18,39508,44,1,4,1,1,262,160,53,5,2,94,0,2,9,0,58,0,0,108,1,67,143,125,2,130,6,25,6,1,73,28,0,191,964,296,409,4496,3503,495,79,38,4,0,0,0,296,0,1,1,37,1190,40,21,2,11,48,0,2,0,0,0,4,36,0,4,0,113,28,0,17,2,6,2,0,367,17,0,0,0,0,0,5,0,105,0,53,10,2,0,0,0,0,10,24,0,49,3,7,16,4,3,3,16,0,37,66,0,0,1,0,5,8,11,0,0,7,-1.521,-0.058,10.56
21133,4,1366,501,10082,5,3,115,8,922,23,2394,12,12524,27,80848,15,12,86,15,1,117,2,3785,1,27,4,116,515,720,194,246,40,11,4,0,9,1,307,26300,291,6,224,38,0,17489,0,27,0,1,61,4,16,4,333,9,169,309,0,6,583,0,0,1,298,53,32,318,3,6,8,823,0,123,1262,518,13,0,0,9,33,1,20,2,5,0,16426,448,175,9,8,73,0,0,55,238,23,228,27811,308,1,358314,7,0,8,4,3,44,0,13,2,111,853,2,24356,35,388,6162,683,341,0,1,278,298,0,62,2,0,0,8,37,7713,6,344,10,6,63,10,0,0,0,0,1,24,12280,2,1015,31,27179,106,0,14,1,514,3,125,42,134,17,47,1,24,0,1000,7,93,1,924,892,27,7,181,29,0,197,2579,1,10,0,0,174,6,284,291,142,3247,3,35,3,3,0,5,110,334,17,4,107,264,48,126,5,10,3,0,0,0,0,27,0,3456,0,7,112,122,9,0,413,0,136,331,861,0,0,11,1175,48,26,0,292,0,0,787,0,91,8,0,3620,24,2,227,0,225,296,0,7,50,14,2,7,2623,0,150,39,411,6,16,81,8,44,238,52,60,149,157,5,0,3,22,13,0,1,0,142,26,50,7,0,30,2.243,7.485,5.657
4147,1,41,83,3,0,2,91,4,68,239,301,1,10098,18,138913,31,15,11,0,15,64,0,12878,0,7,5,2,15,1828,54,192,23,122,3,0,0,0,118,85372,19,11,77,1385,24,15434,0,8,1,1,4251,411,4,2,493,1,4,20,2,2,24,0,2,0,21,1,0,41,0,3,1042,44545,451,10,87,415,1,0,25,4,7,0,39,0,12,0,54,1702,4,411,8,0,0,5,10,8905,3,3141,26411,1,2,0,79,0,10,0,2,3,0,292,20,258,328,2,21,0,47,2,78,9,0,0,32,89,0,10,2,0,83,8206,0,4,0,3,0,88,70,4,0,0,0,0,0,9896,9762,55,672,44,38852,52,6,192,0,32,0,15,3,225,16,28,2,27,3,479,129,5,1,239,10,1,19,9,4,14,67,1714,583,0,236,1,88,0,39,98,508,2446,1,11,3459,1,0,3,3,602,538,172,171,5946,820,2391,42,48,12,0,4,0,20,117,1,2106,0,2,101,6,26,8,20,0,124,2590,3,4,1581,38,42,2,4,0,212,6,0,4878,0,27,35,72,25,2,5,0,2,69,17,78,1,24,56,30,211,3020,0,179,3,438,67,3,14,0,31764,41251,24,1376,357,260,0,0,21,5,9,4,1,3,2,8,2,249,0,75,0.066,9.069,5.79
384,0,8,29,11,6,1,86,12,23,196,6457,0,2020,8,52624,11,107,10,0,2,56,2,2252,1,8,0,32,9,95,7,81,12,10,8266,0,6,0,460,4723,10,49,23,67,24,10,0,7,0,7,136584,22617,0,11,1249,2,58,18,12,2,48,0,0,2,90,4,1,1195,23,5,5,18630,65,19,956,220,1,6,2690,44,48,1,24,0,2,4,669,2,0,52,26,0,1,2,12,31,2,1751,12526,129,1,51,3,6,9,9,0,10,0,76,9,155,301,51,775,0,35,84,101,13,168,2,59,31,1,62,4,2,0,14,5,6,310,164,2,282,63,36,0,0,0,0,0,24,6318,1,319,3,3096,76,0,10,2,481,0,21,2,213,14,1155,10,326,5,84,21,20,10,2716,80,5,205,0,7,382,39,541,162,0,140,0,73,0,10,126,128,771,1,46,26,1,0,4,9,15,392,42,1816,35,2804,25353,85,10,0,0,26,0,93,11649,0,1140,0,6,72,158,16,101,1,0,14,441,74,21,157,29,2288,0,8,253,20117,11,0,824,4,213,14,2,138,0,5,7,132,340,10,122,0,343,31,20,2,5,0,1,5,1,5,1,0,23,614,66422,17,969,2358,423,41,0,0,10,24,0,4,0,8,7,65,753,4,35,3.711,6.904,6.254
974,1,5,83,9,4,8,103,8,58,253,358,0,50,64,541,1,7,13,57,3,223,7,12,0,23,4,85,38,252,20,19,75,0,77,239,21,3,16,1320,6,293,9,0,6,1,16,14,0,11,105,203,5,0,3,88,3,69,49,12,1233,0,0,111,0,4,525,15,25,19,7,121,2,15,283,91,27,5,6,4,266,11,24,6,11,15,144,9,14,35,10,0,5,7,14,72,5,111,458,0,11,16,4,54,22,48,0,41,3266,21,8,42,98,36,181,0,0,0,127,17,2,4,43,0,61,15,15,5,0,19,40,1,2,411,3,675,4,0,0,0,0,15,174,1,39,8,12,4,2488,86,1,3,1,39,3,22,35,234,7,856,8,490,1,2,2,9,19,2065,62788,7,48,0,557,0,1,9,0,9,0,0,79,18,43,6,68,1,16,40,49,0,16,8,3849,0,316,500,1744,13,2946,1727,65,48,123,0,7,0,1,235,0,5,0,8,419,51,21,0,1,2,0,1,0,0,73,17,36,0,11,0,399,6,0,354,0,0,2,1,167140,23,0,0,0,4,0,0,5,57,0,41,0,0,2,0,0,0,69,1,5,40,3,16,15,52,17,23,18,19,12,19,0,0,1,0,10,28,28,3,1,19,-0.259,0.497,10.739
88837,2,30,5185,123,13,6,96,1182,90,93,17887,0,1902,5,22952,0,570,367,4,1,88,1,111,0,7,27,26,25,393,253,12,24,15,535,146,187,1,5,3323,16,50,168,1,46,18,0,5,0,134,272,27,3,62,173,29,2,1401,12,4,119,0,7,0,15,5,6,1531,8,0,6,307,0,15,150,7,5,4,77,9,59,1,12,0,9,5,152,29,27,215,6,140,0,0,10,1018,112,1574,975,70,5,49,72,7,29,17,1,12,20,153,11,31,3547,92,4397,33,39,0,58,12,0,1,462,0,49,237,12,0,0,5,11,16,12,398,0,36,2,21,0,64,3,11,0,4,8511,1,3,184,14030,10,1,7,5,68,6,247,21,47,4,19286,15,3361,4,2175,12,0,10,13843,753,10,158,161,84738,21,279,902,379,5,1,0,57,0,53,79,139,1465,26,5,13,0,2,4,83,1,22,45,34,0,19,83,6,17,156,417,584,0,70,8,0,1515,0,6,24,73,10,27,2,1,50,357,16,58,36,212,49,27,4,110,770,8,274,62,502,0,187,3,3952,0,0,13,1,599,13,2,0,3752,66,0,2,6,25,1,1,0,55,34,23,36,18,2489,6,275,54,52,328,22,2,0,327,0,10,0,42,16,17,46,0,13,5.562,6.089,6.681
3350,1,8,368,19,21,0,45,7,71,77,1244,116,564,0,2864,3,29,6,8,1033,98,5,486,0,39,2,5,25,61,24,23,18,9,22,22,82,4,55,1664,94,53,34,31,2,79,0,4,0,56,80,62,4,3,55,9,0,80,11,27,691,0,2,0,2,6,36,4,3,4,160,993,8,10,386,70,9,1,29,10,31,1,6,8,4,3,366,8,68,31,32,1,1,0,9,90,21,1445,383,0,0,25326,31,10,21,21,3,16,0,21,6,257,306,2,518,0,3275,8,187,22,1,0,180,0,2532,22,32,61,0,55,81,7,0,66,1,111,6,2,0,23,0,0,0,3,997,9,112,7,9154,21,1,5,5,2244,0,15,43,21,13,1869,0,169,0,236,2,10,8,224,2,8,34,1,1,7,8,112,4,5,37,0,51,20,8,77,1785,126,5,20,1872,0,0,14,0,21,19,1,273,4,236,8771,7,40,116,0,17,0,11,54,0,85,0,6,28,13,84,54,0,7,8,42,54,1,10,35,141,26,0,0,346,6,0,434,0,1,68,0,13,8,0,2,61,2,5,0,6,86,9,46,0,60,40,7,0,8,17,0,13,14,5,5264,151,182,219,124,328,2211,36,14,4,1,18,0,7,11,21,66,8,223,1.981,3.349,10.369
4455,4,1009,302,31,692,2,52,20,263,17,759,1,2543,996,9136,84,241,3497,73,1569,252,11230,3203,0,18,8,11,3,338,40,19,3040,4,78,0,21,0,226,2772,776,22,90,1,1,578,0,8,0,1,617,138,12,134,55,8,467,149,7,5908,276,0,604,4,222,48,16,72,0,2,50,3054,387,82,6769,90,4,0,0,71,4,27,2,0,350,5,312,3,47,37,37,5,0,0,87,33,44,1764,2234,8,8,5518,5,0,9,0,124,14,0,1471,86,6,267,5,2570,761,3028,296,927,79,1,16541,27,7,3,1326,9,0,2,16,1169,674,0,184,3018,29,13,51,1,0,0,0,1,4,14928,38,116,281,4411,6390,1,4,3,44,0,2441,80,47,12,118,0,244,14,579,4,10,4,3958,4577,2,252,154,0,5,35,286,1,5,0,128,125,10,15,5,230,1200,9,50,1,2,0,4,1021,8,24,12,105,62,20,156,5,10,8,0,4,282,12,63,271,656,0,8,40,773,167,12,2,0,23,138,70,1,0,44,128,24,22,0,122,11,0,81,0,198,18,0,9170,3,0,13,2,49,0,35,1,2031,10,0,25,1,0,6,2,2,0,16,44,7,18,456,23,97,375,71,0,3,9,12,46,6,0,3,26,11,11,3,0,12,0.687,4.435,5.431
122,3,228,137,54,113,0,30,5,26,10,14071,18,1902,1,38096,7,284,23,27,24,97,4,1430,1,2,1,2,21,52,530,352,23,20,1580,29,15,4,724,29252,3,11,245,323,35,7,0,6,1835,5,160,146,0,139,436,14,12,271,3,11,26,0,1,1,723,12,0,212,0,21,5,550,0,29,308,512,5,0,154,6,143,8,9,2,0,1,538,13,733,293,9,0,0,0,13,545,130,588,39840,44,4,5627,29,2,24,6,2,5,131,179,18,663,1410,7,8208,0,395,0,93,6,151,121,209,570,0,118,1,0,599,27,24,12,34,51,7136,35,5,6,0,0,0,3,7,610,6162,48,779,542,12892,13,0,26,3,66,2,514,25,40,12,839,6,92,0,288,437,8,2,721,950,2,64,1109,118,372,299,863,0,2,11,0,57,5,12,20,81,4544,16,75,290,4,6,6,114,17,7,3,0,1,57,45,7,3,10,0,165,0,38,25,340,3616,0,4,0,143,18,36,1,0,70,207,9,27,601,57,48,34,2,1789,789,0,0,446,0,5,74,351,686,1,4,14,537,1456,62,1,0,1270,21,5,0,166,0,46,8,39,45,32,25,1,3,4753,12,61,305,68,0,1,4,4,184,0,11,0,339,4,54,57,1,3,5.445,7.049,5.432
4652,0,0,17,7,16,1,55,18,46,250,398,27,375,3,187,0,4,5,0,3,333,0,11,0,4,7,18,11,199,4,81,10,1,41,29,138,0,20,3488,20,30,0,6,12,1,1,25,0,14,8,0,353,4,2,35,11,59,12,1,41,0,0,1,0,9,137,10,0,224,6,84,3,4,57,58,10,2,7,0,316,0,727,4,7,6,22,9,1,0,8,0,1,0,3,34,14,109,51,0,1,37,6,1446,14,4,1,8,37,14,0,4,293,10,164,0,4,44,43,284,0,0,110,1,934,2,4,144,1,0,102,0,0,63,173,307,1,0,0,0,434,58592,27,0,70,3,0,8,1180,16,0,5,2,93,16,67,13,6899,4,60,0,229,3,0,0,3,0,402,354,0,18,6,1061,0,10,9,0,0,0,2,43,2,0,97,489,225,0,3,209,0,61,4,7,0,46,2,610,0,126,744,1,33,0,0,13,97,0,107,8,200,0,71,180,15,9,8,0,4,1,1,0,0,1489,5,16,0,0,171,290,2,2,254,0,8,6,0,2154,10,0,0,13,5,8,0,0,149,1,34,0,30,1,2,0,8,34,0,23,443,0,5,50,21,14,36,0,167,18,19,3,0,0,0,0,10,15,0,0,192,0.247,-0.664,10.954
