SLC7A2,PRSS3,PHF21B,FGF10,EPHA8,TRPM5,SLC6A15,PTGS2,SPAG6,SLC4A4,IL12RB2,PGR,OPRK1,NKAIN1,CHGB,ESR1,KRT31,IGFALS,SEZ6L,CABP7,PVALB,COCH,CHGA,RIMS4,PRSS33,SLC6A2,OCA2,TGM5,EPHX3,TFPI2,RLN2,ATRNL1,RUNDC3A,KRT37,SLC6A4,CWH43,NMU,CCKBR,RBM24,STC2,PEX5L,CCL20,KISS1R,TPSG1,CA14,GRIA2,CHRNA2,MATN4,C20orf85,EREG,SCGB1D2,SCGB2A1,PCSK2,TNNI3,NXNL2,BARX1,RTBDN,RGS22,MYBPH,BEX1,GSTM5,CSN2,CGA,KRT121P,EMX1,PAX3,SCEL,CHAD,FGFBP1,SIX3,PCDH10,BMPR1B,ASCL1,SSTR1,NOVA1,HDC,RHCG,CHST4,CBLN2,IL19,FBN3,KLK3,HORMAD1,SCN1A,UNC80,TRPM8,AGTR1,AC062028.1,GLRA3,SLC25A48,GFRA3,ARHGAP36,MAGEA4,RGR,DRD2,MKX,SPATA4,FSIP1,GFRA1,TUBA3E,OLAH,CPB1,ANKFN1,MAGEC1,ART3,SLC28A1,DPYSL5,GRIN2C,DCD,IL20,IL24,KCNF1,NEK10,CXCL5,NPY1R,CARTPT,SLC30A8,CSMD3,GPER1,CPA6,NELL1,KCNC2,ACSM1,MS4A8,B4GALNT2,TMEM145,KLK2,TBX10,TEKT1,GDNF,NSG2,SERPINA6,CST5,CST2,VSTM2A,KRT86,TRH,PROL1,CSN3,NLRP5,FGA,FGB,C11orf86,CST9,AGR3,KCNH6,IGDCC3,VWA3A,SCUBE2,PCSK1,FOXG1,BDNF,TRIM72,RP11-551L14.1,NEUROG2,C1orf173,RNF182,MUC16,GPR88,SLITRK6,NPY2R,KRT6B,LEMD1,SERPINA11,CDHR4,TCL6,DMBT1,TPRG1,HBA2,FZD9,FAM196A,DPY19L2P1,MYBPC1,LINC00238,POTEI,GATA3-AS1,CYP2A7,ANTXRL,CTC-490E21.13,MAGEA1,COLGALT2,MUC2,BRINP2,SNORA73B,RN7SK,POTEKP,C6orf15,KRTAP5-10,CD177,PRSS1,AC005863.1,MT1H,HBA1,RNU6-813P,IGLV1-36,IGLV2-18,IGLV3-9,IGHE,IGHV4-4,IGHV2-5,IGHV3-66,SNORD17,UCA1,CYP4F30P,AC079776.2,MAGEA3,RP11-465B22.5,IGKV3D-15,GS1-18A18.1,LINC01087,LINC00393,RP11-120J1.1,IGHV3-72,MTND1P23,HAR1A,RP11-148B18.3,CES1P1,NKX1-2,ELOVL2-AS1,RP11-379F12.4,PHGR1,RP1-269M15.3,DSCAM-AS1,DPY19L2P4,AC018816.3,Z82214.3,CLEC2L,HNRNPA1P57,AC093642.3,LINC00707,CYP4F62P,CPHL1P,FAR2P3,SLC25A24P1,ABCC13,TUBA4B,HBB,RP11-10A14.5,RP11-53O19.2,RP11-473L15.3,CASC16,LINC01016,RP11-434D9.1,RP11-168E14.1,AACSP1,RP11-53O19.1,AC005355.2,AC145110.1,IGHEP1,CTB-33O18.1,CTA-392C11.1,CTB-33O18.3,RP11-730G20.1,CTB-33O18.2,RP11-865I6.2,RP11-758M4.1,RMST,RP11-817J15.3,CYP2A6,CYP2B7P,RPPH1,CTD-2033D15.1,TPSP2,RP11-616M22.7,DLGAP1-AS5,RP11-708H21.4,MIR3687,MIR3648,MAPT-AS1,RP11-260A9.6,FEM1AP2,RP11-260A9.4,RP11-116O18.1,RP11-13K12.1,SCGB1B2P,AC092071.1,BX072566.2,RMRP,PGR.log2.tpm,ESR1.log2.tpm,ERBB2.log2.tpm
976,469,4,138,39,13,27,14542,0,37,838,224,324,389,0,596,18,28,0,7,5,1080,61,31,723,28,391,1096,57,72,0,44,73,0,58,871,850,4184,42,2716,2,15,19,2,11,33,0,101,0,11,591,520,3,2,14,46,33,9,310,5,90,356,23,9,7,2,0,68,44,201,132,107,0,30,97,129,297,947,20,2,2401,9,575,0,50,22,37,12,3,0,4797,25,0,153,89,19,2,18,162,0,27,618,5,1,235,303,48,97,11,2,1,213,28,55,2417,0,19,1,166,0,0,15,20,0,81,24,0,0,0,17,7,1,0,31,0,300,1,586,1000,10,0,8,24,0,35,0,10,1,749,94,101,14,2,66,12,0,52,724,3,315,2,34507,687,60,0,8,29,96,85,1149,23,4,594,0,0,548,18,369,1,0,1613,4,25,57,129,8,867,11,8,19,12,0,10,0,54,2,43,0,56,107,20,23,28,1,12,0,3,37,0,4,120,174,39,100,8,1,0,1,0,22,5,6,4,0,156,0,32,1,168,119,0,13,0,0,2,1,222,1978,1,0,9,0,4,0,72,20,0,3,0,0,4,0,2,0,7,1,14,13,66,51,70,4,150,43,90,7,150,139,0,0,1,0,8,270,29,1,1,11,-0.87,0.692,6.622
15904,22,336,71,11,7,0,29,21,17,36,924,1,7178,10,10286,112,1428,2233,2,31,147,26,1069,5,4,4,26,54,271,121,515,37,39,1,27,22,3,16,5876,269,28,336,85,52,105,17,0,0,1,90,64,8,29,173,5,9,92,5,9,211,0,52,2,62,5,0,459,7,2,374,23636,10,13,326,154,8,9,206,43,176,901,12,0,6,5,234,188,510,78,11,8,0,0,8,21,12,3208,23859,132,1,7352,17,0,15,9,11,36,1,668,124,2011,1879,28,71592,12,677,1005,235,12,1640,18,85,238,3,220,272,5,8,2,25,1339,0,81,2,34,124,1,1,2,12,5,0,747,4888,5,241,970,73632,68,3,14,115,89,0,71,6,122,8,319,0,41,0,62,3,17,6,4790,69,69,18,26,107,224,125,158,9,1,30,0,788,2,47,23,41,3170,4,163,42,1,0,4,5,16,59,71,378,17,187,230,39,21,18,0,4,0,82,219,0,1611,0,3,211,71,38,8,4,0,87,12,0,272,560,170,1665,0,108,0,241,0,0,26,5,8,153,4,249,0,576,63,2,285,3,218,0,5266,115,20,1,35,285,4,0,5,44,0,21,2,3,27019,13,1048,107,47,46,1,81,88,50,0,20,0,61,31,41,117,0,6,1.586,5.226,6.028
1375,9,100,262,1,6,3,39,3,88,42,159,5,85,14,1523,1,195,7,1,9,61,22,32,0,35,17,22,64,135,15,14,53,2,37,73,14,3,39,540,11,33,7,5,4,4,59,35,40,3,1925,48,17,2,16,22,4,29,6,85,359,468,4,39,1,8,11,1634,3,21,11,18,2,104,393,139,123,90,4,2,1434,2,11,1,17,52,215,25,7,17,33,0,55,5,174,39,5,15,1182,0,4,28,19,32,8,4,5,79,57,3,1,33,87,7,179,0,2,10,385,6,4,3,203,18,55,26,0,43,9,1,19,0,1,69,2,654,3,0,33,0,321,389,38,0,69,68,9,10,1778,45,8,7,60,36,13,6,9,30,15,58,13,162,3,95,29,12,1378,235,93000,85,61,4,1030,0,0,9,0,8,0,0,127,159,41,16,36,2,1,351,36,1,6,3,10665,0,260,101,47,31,31,816,1,9,6,0,5,1,60,85,0,1,0,17,96,69,34,6,32,2,2,4,81,1,160,3,29,14,23,0,632,3,0,503,2,0,4,5,239467,1,0,0,5,37,3,0,0,23,8,8,1,1,7,0,2,0,0,1,6,2,91,61,8,10,3,4,60,3,16,21,0,0,22,0,33,492,658,0,31,2,-0.834,2.569,11.422
1433,0,19,39,21,24,0,10,7,29,127,907,4,867,4,26677,0,17,11,1,79,131,2,2546,0,0,1,1,45,41,23,2760,18,4,32,0,10,2,20,20456,105,20,32,22,22,181,1,34,19,15,54,6,7,33,95,159,4,62,12,0,98,0,2,0,39,7,0,7,1,5,4,1653,25,3,1964,112,3,6,396,57,73,1,29,312,4,5,86,1,2,24,9,0,0,0,16,417,10,693,24733,4,0,27827,5,0,24,4,15,25,8,123,24,21,67,9,2920,3,21865,0,428,628,0,46,30,13,6,142,3,1235,7,322,12,37,19,25,880,195,61,1,0,0,1,3,0,13,5505,3,525,13,2725,4,12,46,1,24,0,1,22,347,2,333,0,103,3,320,11,5,6,316,79,28,6,4,6,1,27,836,12,0,149,2,88,12,161,28,107,430,8,12,253,42,5,158,10,53,21,9,74,6,109,370,11,16,6,93,19,1,25,9,19,720,0,8,158,168,37,692,42,0,3,144,48,21,13,34,254,525,0,1,25,0,42,136,137,0,617,2,248,3,0,5,171,30,15,37,91,24,6,45,2,129,10,22,1,34,171,6,2,0,5,14167,58,116,42,55,14,5,18,43,0,1766,10,824,2,6,50,88,7,38,1.113,6.153,6.188
41059,2,128,7264,23,5,3,27,10,21,69,18825,2,1044,3,26461,1,1187,7,3,21,57,3,999,0,1,3,25,25,300,151,8,123,57,7329,3,16,1,142,18378,9,118,150,6,128,14,6,4,42,3189,19591,1894,1,0,613,8,5,614,78,488,96,0,705,1,81,17,3,536,0,2,1,2385,2,21,131,221,2,1,63,0,14,3,11,0,5,1,87,42,3,367,2,0,7,4,8,4352,117,2570,806,9,3,1192,15,2,14,11,0,65,4817,221,20,1707,1670,0,4846,0,18,0,59,194,1,20,333,2,1,128,2,0,25,10,1,5,1,86,5,95,8,19,0,1,2,2,1,2,3638,8,20,81,8939,10,0,6,413,33,2,133,3,61,5,7587,1,243,8,561,313,6,5,4413,424,2,158,4,12376,16,230,1789,53,72,2,1,66,1,8,52,71,5393,5,88,5,10,1,1,27,18,19,26,129,3,4,28,5,14,5,36,299,0,76,2,0,3716,0,9,26,61,7,48,2,0,3,557,3,91,2125,28,9,59,1,105,2682,2,21,64,38,708,520,115,1237,9,23,180,1,930,28,63,0,4705,96,6,0,140,11,17,13,29,20,21,8,6,5,2477,9,548,165,68,24,0,13,11,57,0,50,0,176,13,41,50,14,6,6.143,6.801,7.856
17641,1,768,88,49,59,9,130,32,44,45,3265,32,3178,68673,28602,1,34,20,880,7,4736,44514,13916,0,5,11,42,46,1854,33,42,4260,0,47,5,2,2,610,6413,1429,13,3,10,0,4282,8,16,0,6,756,15,5720,19,73,43,1861,103,6,3468,250,1,247,14,390,12,3,2581,5,1,11,229,12367,18,1815,401,11,23,28,491,26,4,3,4,139,1,3756,0,242,101,10,158,0,5,105,806,6,295,31499,13,3,8924,6,15,5,4,1,4208,2,1362,50,20,395,9,1449,0,12,31,8541,220,3,168,16,143,12,1999,4,18,2,136,20338,1745,24,347,4548,34,75,203,0,3,4,1,0,57,10233,2921,30,42,3142,34905,4,21,36,55,7,369,29,87,63,96,35,138,3,1169,7,8,14,213,371,21,19,457,114,1,132,92,45,9,3,0,59,1,155,38,100,2151,2,2,6,96,0,6,28,27,132,147,277,33,298,1032,27,11,15,51,89,1,23,103,81,1612,0,6,660,171,129,4,5,0,3,19,6920,8,57,48,421,0,32,6,696,0,77,152,98,247,23,1,1480,7,1,0,0,92,3,1,5,56,40,3,1,45,0,6,1,6,6,37,6,7,235,2275,44,71,359,166,8,5,7,11,20,0,2,0,4,46,23,2,35,21,2.717,6.013,5.051
1966,0,8,12,14,2,3,22,10,15,92,296,3,44,191,1127,0,25,27,3,1258,353,25,25,0,3,1,10,43,726,2,14,27,5,72,10,488,0,12,692,3,28,8,14,0,9,3,19,0,4,30,27,4,1,0,10,7,7,1,2,17,0,0,2,1,5,17,30,17,10,3,31,1,7,28,70,76,0,17,6,4,7,744,0,2,11,23,2,12,3,50,9,4,0,2,14,4,62,96,0,3,417,21,43,8,9,2,10,21,3,0,29,38,4,19,0,12,9,62,11,0,7,186,0,66130,17,75,8,0,2,22,0,0,114,0,307,11,11,1,0,0,0,0,1,18,10,17,11,458,25,0,1,1,18,66,3,51,1039,5,354,6,52,1,7,1,28,19,66,389,6,58,1,101,0,2,29,8,3,0,0,474,938,13,31,77,3,0,13,17,1,5,20,31,0,321,14,815,27,96,5219,68,41,2,0,4,0,25,31,0,1,0,65,329,61,14,0,372,7,0,1,40,2,218,6,117,2,1,0,371,4,0,330,0,1,0,0,1367,26,1,0,14,5,1,1,1,5,0,45,1,1,0,0,0,1,4,1,22,11,57,61,18,24,18,4,31,26541,39,15,3,93,9,99,0,126,167,0,1,10,-0.07,2.014,11.166
1224,8,11,239,0,3,8,573,15,71,215,424,1,32,2,2272,3,24,2,0,4,154,34,14,6,466,7,331,26,111,7,50,15,1,1,14,7,0,33,4056,4,15,4,4,4,86,3,68,0,2,944,42,2,1,21,72,4,40,8,41,486,18,0,0,2,12,6,105,13,34,21,78,0,44,317,207,40,5,0,3,23,6,6,10,1353,8,315,5,11,17,181,0,0,14,73,18,2,28,1231,0,24,63,21,0,489,15,77,78,42,8,0,10,169,52,228,0,2,2,198,3,0,19,68,0,19,9,1,0,3,4,1,0,0,50,0,25,1,54958,200,0,0,2,1,9,108,2,53,9,2064,120,0,6,3,61,9,11,16,192,28,1225,63,214,6,60,10,5,18,187,597,46,81,1,113,0,4,96,4,7,0,2,160,0,27,98,53,32,8,92,1,0,8,1,43,0,160,148,115,5,48,547,6,13,3,0,19,0,3,79,0,11,3,13,234,117,13,6,66,36,4,32,3,0,0,28,30,0,111,0,299,85,3,106,6,1,0,0,2496,12,4,0,0,6,2,1,0,31,2,0,0,30,0,1,1,2,0,3,2,13,15,53,15,15,2,0,465,11,36,20,1,0,1,0,9,21,57,0,10,4,0.407,2.987,4.831
16392,2,12,152,17,1,0,25,7,24,22,178,0,1795,21,6604,111,25,3,6,3,5,27,72,0,1,0,41,36,4170,7,41,30,39,0,1,82,2,3,1280,26,9,117,97,7,6,0,6,0,24,83,87,2,0,206,159,36,43,11,4,195,376,2,2,0,23,1,14,1,15,113,7953,6,3,154,137,28,3,7,6,32,1,1,0,5,8,3546,115,4,9,22,6,0,0,8,53,0,1164,1551,12,2,2413013,66,1,6,6,0,30,0,1,0,367,1681,3,121,0,7055,0,172,472,1,1,33,9,16,14,24,2,1,64,13,1148,3,185,3,84,3924,1,47,0,0,3,0,1,1595,20,51,343,2748,29,1,38,16,1,0,24,6,22,15,8194,0,611,3,173,11,74,7,237,2126,17,57,0,4,1,0,669,52227,1,154,14,39,6,10,28,38,36,5,12,76,0,0,7,194,102,3,3,27,40,3,53,0,18,1,0,2,1,2,3,0,33,0,1,21,51,11,0,58,1,9,279,4,0,25,2,1036,1,2,0,390,0,0,10341,0,26,3,0,5132,4,1482,72,0,24,44,40,1,261,20,6506,3,23,11,1,0,2,2,0,1,4,427662,74003,25,549,736,272,68,4,15,16,109,3,15,0,5,2,18,426,1,18,-0.747,4.61,6.813
18956,3,184,250,19,27,0,19,1184,29,56,18244,0,3435,8,22303,8,483,7,5,10,113,1,2264,0,2,0,25,65,414,122,2,22,19,272,87,29,3,287,16390,37,168,831,351,45,134,16,11,1066,28,1067,101,1,41,564,6,8,178,9,3576,181,0,18,1,3,3,0,660,0,16,17,453,74,23,269,78,10,1,318,2,34,25,3,3,1,4,298,32,503,37,2,16,1,0,8,3891,47,760,17382,284,1,507,279,34,19,11,1,56,212,554,131,2572,2020,3,21536,2,1287,0,183,36,0,614,158,75,13,183,12,8,376,39,24,345,25,263,95,180,30,24,45,3,1,9,1,28,4028,9,2,219,13280,39,5,11,1983,73,5,890,8,106,11,8310,3,314,6,930,440,36,9,2826,479,11,268,333,4103,0,58,849,50,52,11,0,119,7,1242,36,125,565,29,33,94,3,0,5,34,26,157,137,826,8,496,1347,49,25,57,31,3100,17,23,111,0,269,0,5,187,52,35,35,17,1,66,149,81,18,2411,80,31,160,0,847,444,5,21,20,41,306,57,428,1683,0,0,24,13,1527,34,8,5,352,70,17,1,71,108,9,6,11,126,4,129,2,2,7168,30,193,101,57,32,1,11,10,406,0,35,0,347,17,55,66,41,15,5.67,6.127,6.533
3253,3,64,69,9,9,2,53,5605,25,43,1698,17,11780,19,57605,80,397,60,0,11,79,9,3320,0,5,1,26,255,8098,75,280,53,151,47,3,3,3,537,8412,10,11,421,566,27,74,0,2,0,26,5615,137,0,10,236,24,5,265,26,11,94,0,9336,8,189,5,4,3072,33,4,9,4518,117,48,695,492,3,6,0,1,44,73,2,4,5,3,169,1857,398,69,5,87,0,1,63,18,6,4656,49972,26,2,2238,7,0,14,5,16,94,0,36,5,172,639,5,835,496,506,7,164,3,202,6,27,73,14,214,17,1,1,3,5,29826,3,217,9,222,5286,30,11,3,1,7,1,3413,10579,5,1057,29,15940,37,0,47,1,76,3,271,22,113,14,477,83,1042,1,263,2,5,11,472,676,27,1186,14,19,124,78,67,22,1,176,730,110,16,27,77,52,1756,7,36,15,3,0,37,56,277,42,38,1767,346,109,572,18,14,22,0,8,407,104,39,0,1000,0,10,160,91,18,6,0,0,145,17,20,2,5414,31,1944,21,14,0,232,3,1,249,1,1110,103,0,2166,3,5,17,5,316,30,46,0,598,183,7,63,72,6,3,322,5,3,306,10,14,150,19355,9,2171,129,118,8,3,18,11,55,0,3,0,3,82,21,72,3,6,1.943,7.191,5.537
89,19,4,1,600,1,1562,12,8,21,2147,32,134,92,2,1577,2,41,3,0,1,24,16,31,522,5,32,153,30,16,0,1,48,0,7,10,21,4,13,1593,0,8,2,0,0,8,0,42,0,1,183,33,0,0,5,7350,0,1,58,1,36,10,0,19,1,1,0,3,6,121,25,251,2,1,6,5,11,172,5,1,190,4,1281,1,13,7,18,5,8,45,71,1,0,58,1122,17,1,5,36,1,26,7,1,0,9013,93,9,445,0,0,1,31,24,3,3972,0,13,0,13,8,1,2,12,1,41,18,0,2,0,6,3,1,3,26,2,124,13,1,4,0,1,3,183,1,8,1,7,12,142,32,7,0,1,2162,2523,5,14,3451,7,47,0,1817,250,0,0,13,3,69,57,442,15,1,7,0,0,13,0,170,0,0,15,1,56,30,79,7,7,51,29,8,10,42,5,0,48,189,316,2,17,337,4,21,11,0,0,0,0,36,0,0,10,40,83,37,5,0,1,350,3,2,1,0,2,1,14,0,18,1,58,239,0,5,0,0,0,0,304,392,0,0,0,0,0,0,21,19,0,14,2,0,0,0,0,0,2,1,0,1,2,20,15,0,2,1,20,8,46,16,1,0,1,0,6,7,7,0,0,7,-2.82,2.866,5.84
222,2,1,25,6,5,1,300,10,79,330,48,365,182,1,202,16,8,1,13,7,962,4,32,164,233,74,527,280,12,1,119,41,0,14,1014,272,2095,22,4568,1,962,160,1,4,10,0,97,0,211,7,31,0,1,6,1033,11,13,44,4,85,0,5,227,0,213,27,19,70,2080,3,85,1,1,21,28,168,1028,52,10,1780,0,1089,63,3,484,78,3,5,2,928,0,1,34,186,17,0,9,34,0,84,335,4,2,939,993,51,45,138,6,7,70,43,105,1484,0,3,7,198,8,0,0,45,0,18,25,2,4,0,23,3,0,4,20,2,344,7,4,53,0,0,1,0,12,25,0,6,15,324,62,0,12,2,1551,1,8,237,3669,4,416,0,5229,1000,1,0,15,73,88,14,341,11,1,3544,0,3,86,0,98,0,0,181,2,50,53,104,5,185,13,10,3,148,47,2,0,55,317,61,3,199,125,40,13,2078,0,1,2570,5,3,0,2,7,18,59,45,4,3,5,121,1,12,1,1,0,2,131,0,190,1,89,86,2,2,1,2,1,0,51,365,0,2,0,1,0,0,9,17,0,16,0,0,0,0,0,0,3,1,1,162,2,24,15,1,38,12,109,4,10,24,0,0,0,0,0,7,30,0,0,4,-2.602,-0.432,6.962
7205,4,15,209,4,4,5,63,404,56,68,672,1,616,62,16881,27,29,27,1,140,51,11,275,1,16,3,52,53,146,17,91,46,19,2,4,25,17,45,6245,102,7,6,28,7,61,3,12,0,23,403,146,129,54,232,45,73,67,4,19,692,0,26,6,16,17,3,226,8,10,95,112,31,102,768,528,9,16,11,1,66,3,11,1,8,7,206,6,4,157,221,6,0,6,61,69,8,1217,22468,41,3,887,22,1,62,2,4,76,3,6,3,36,151,13,264,26,1186,253,505,250,1,213,55,1,21,254,9,127,1,36,8,3,1,184,21,74,1,17,3,9,0,1,0,1,3018,2,71,8,6901,59,0,5,2,152,5,16,10,91,35,1292,29,711,8,74,5,57,254,789,700,31,46,3,30,8,131,598,3,0,12,11,143,3,3040,65,59,825,56,8,15,1,0,0,46,11,41,18,115,8,382,837,0,10,9,43,116,0,67,46,0,417,0,13,211,50,56,94,60,2,13,75,20,5,8,601,1359,1,17,15,292,0,145,1687,158,400,11,0,1590,2,66,12,18,14,6,1,0,1247,7,17,0,152,8,74,100,55,0,43,4,41,63,2696,15,868,20,22,9,8,20,32,52,0,27,0,7,30,13,26,3,12,0.982,5.793,6.095
3045,5,19,63,9,6,1,18,4,16,104,54,0,15,55,348,0,11,11,3,6,79,13,48,0,3,4,42,12,276,15,122,108,5,2,2,124,0,11,398,0,39,8,2,5,7,3,15,7,1,22,25,6,36,22,23,9,7,9,160,181,0,48,49,1,9,4,616,5,138,17,132,5,5,164,188,182,27,3,2,29,8,1,1,41,10,1522,42,34,16,28,1,0,2,102,3,3,427,217,1,1,457,4,63,5,15,11,56,581,5,0,36,58,272,73,19,83,2,126,4,1,0,118,2,34,25,2,18827,0,1,20,1,10,202,1,697,4,1,1,3,2,99,0,0,63,5,19,13,662,48,1,7,9,44,3,13,5,427,36,224,1,1908,4,104,5,153,11070,111,414,4,6,7,406,0,27,216,1,3,0,16,50,99,76,52,78,16,1,8,34,2,1,17,49,0,87,151,352,10,3632,590,62,6,39,37,6,0,7,743,0,13,0,17,77,93,39,3,5,1,2,40,8,6,178,10,34,0,7,0,125,4,69,3327,74,1,1,0,1193,1,0,0,11,2,2,0,11,17,19,45,0,3,1,0,0,0,0,1,4,5,68,129,36,85,94,135,42,9,50,41,0,0,1,0,16,4,26,1,1,6,-2.566,0.214,9.923
772,5,10,50,2,8,0,26,79,43,174,117,0,133,172,3166,81,296,60,0,256,205,0,15,0,2,22,29,42,767,3,58,13,30,0,5,47,4,71,412,3,7,110,33,1072,3,3,24,0,0,295,48,3743,7,8,5,11,323,14,2405,245,426,15696,3,2,11,2,420,1,12,40,1472,3,25,2403,6652,5,20,21375,8,10,4,7,2,0,8,464,4,6,38,12,0,0,0,44,30,4,1117,490,6,1,667,8,0,4,0,0,15,4,4,14,66,40,2,94,0,2,12,273,3,11,1,20,45,1,181,1,1,2,2,7,1,7,784,3,174,10,0,49,1036,0,4,2,93,1251,0,74,29,4754,39,4,14,1,475,0,1,6,21,75,427,0,102,5,268,66,71,39,942,90,19,28,4,8,0,0,753,12,0,0,0,32,3,58,46,64,4,24,1,57,3,0,9,14,0,109,443,15755,47,167,5907,90,14,1,1,18,0,21,238,0,3,0,5,280,51,84,45,0,3,0,88,630,27,2519,1,1869,0,1,0,45,6,1,14,2,334,0,6,336,2,2,5,0,4,0,46,0,910,31,49,0,3,5,0,0,0,0,0,0,0,108,58,27,595,39,53,3,0,30,6,0,0,12,0,0,0,42,0,0,13,-1.699,3.181,6.601
4211,10,16,302,0,9,18,160,13,77,113,320,13,189,16,2904,0,24,73,5,4,281,30,91,0,495,5,109,49,207,10,20,37,0,51,17,14,17,80,3240,7,48,17,24,3,9,5,9,0,5,52,25,8,2,44,148,2,93,18,29,747,0,0,43,0,22,54,133,63,20,37,167,1,81,691,500,55,8,33,11,136,16,12,3,5,10,433,5,0,81,18,0,0,1,54,55,1,44,2669,0,10,232,45,34,161,5,3,114,0,16,2,12,203,47,421,0,0,0,380,19,2,156,20,11,14,11,10,6,1,5,11,0,9,1083,2,355,3,0,0,2,33,621,5,2,94,0,38,56,3696,211,2,13,6,51,6,14,26,77,36,50,171,6730,13,98,7,39,76,342,740,70,29,1,29,2,7,39,3,6,1,1,62,4,11,53,38,97,70,4,43,3,10,4,56,0,118,22,2348,75,69,3211,87,6,91,0,29,73,3,978,0,26,0,28,987,90,49,0,5,8,1,3,26,132,7,4,57,0,54,1,182,10,2,33,4,2,0,0,1840,360,0,1,2,3,2,0,4,85,12,15,5,18,1,1,11,1,8,9,2,13,60,46,28,14,4,1,1,1,8,14,0,0,4,0,15,51,19,0,1,9,-0.04,3.296,8.495
453,22,3,150,4,1,1,56,4,120,19,503,1,577,3,3105,1,13,7,0,0,9,8,5,0,13,2,28,32,371,7,24,5,0,33,2,0,0,291,1443,6,26,24,12,6,10,1,11,0,5507,39069,19651,3,3,59,33,3,42,4,9,265,0,0,0,1,10,0,406,19,51,25,114,0,3,221,257,9,1,4,0,136,4,23,1,11,12,93,0,6769,5,3,2,6,0,24,29,4,422,328,22,4,44,18,2,20,16,0,8,54,35,0,9,751,44,187,0,25331,1,47,198,0,34,160,12,432,7,0,2,0,47,3,10,0,99,37,111,0,8,0,0,1,19,0,0,593,0,4,76,654,11,0,8,2,65,2,11,8,65,492,284,8,222,1,10,5,1617,7,582,61,7,29,0,346,0,1,95,0,5,25,2,23,0,34,118,58,146,26,42,120,0,10,5,4,57,21,7,0,0,67,38,3,27,34,1,10,2,24,14,0,115,1,17,10,54,5,0,8,0,2,40,6,15,84,2,213,5,1,29,452,1,0,1122,1,0,12,1,310,2,18,0,6,6,4,0,0,77,106,4,0,4,10,0,0,0,11,1,12,78,66,8121,6,92,116,58,21,248,0,14,0,0,21,0,4,26,15,101,0,14,0.501,3.285,5.791
323,112,46,114,15,8,60,323,4,130,1023,207,555,246,3,251,6,20,0,32,5,890,7,188,358,609,244,497,55,29,58,99,11,0,69,64,224,1122,50,2895,6,113,13,1,18,27,0,92,0,39,44,61,14,12,33,450,2,29,54,20,218,0,0,376,5,5,248,48,137,257,20,272,2,2,131,308,33,219,58,2,3606,0,355,219,79,358,191,4,0,18,222,5,137,39,94,294,0,11,276,0,37,58,0,5,4605,443,169,47,0,6,0,23,186,39,757,0,8,0,177,9,0,0,17,0,98,100,2,2,0,247,18,0,1,41,3,10326,0,2,4,0,0,0,75,0,14,1,21,26,532,59,25,5,8,358,3,1,1204,14851,5,520,0,17428,575,70,3,6,5,159,50,545,47,110,51,0,0,33,0,4,0,0,232,0,100,40,123,1,5115,58,36,0,76,46,1,0,479,444,18,0,147,7024,43,34,558,0,2,46,10,215,0,1,13,234,1262,41,5,6,2,56,4,13,0,45,0,9,136,1,171,1,71,684,0,172,0,8,0,6,97,46,2,0,0,1,1,0,5,100,2,26,0,0,0,0,0,0,12,5,0,743,5,19,40,0,0,1,26,10,9,12,0,0,7,0,7,1628,38,0,0,31,-0.801,-0.363,5.474
780,0,1,110,18,1,0,151,9,78,53,1348,21,45,1,5166,3,19,26,0,3,76,1,15,0,1,0,1,75,86,29,4,11,1,5329,60,46,1,35,240,14,48,5,23,4,9,1,8,5,137,48656,6842,4,6,18,5,2,51,1,69,197,0,226,37,0,24,105,114,0,19,22,169,4,3352,138,414,11,0,6,7,228,0,13,4,7,43,139,15,67,10,20,0,0,0,16,107,19,1661,3244,0,1,5,9,0,17,2,213,20,1,1,0,22,441,1,140,0,355,0,61,287,14,0,109,25,6,8,4,1255,1,4,13,0,0,11,14,424,0,0,0,6,7,164,0,0,1701,7,13,6,1253,26,1,1,47,56,7,7,25,14,6,64,0,28,0,17,3,1,17,398,75,8,14,9,468,0,12,115,0,0,0,14,36,2,1,30,189,169,1,50,133,0,6,15,10,60,3432,190,4904,23,5774,2085,236,17,5,0,4,5,5,1286,1,148,0,1,1414,112,20,62,117,4,1,56,100,0,197,5,1080,255,2,7,408,0,0,173,1,0,2,0,287,7,46,173,18,3,5,0,3,863,103,19,2,3,4,7,0,0,2,0,1,3,2,216,56,335,1,0,0,4,2,6,1,6,9,1,4,18,26,0,1,23,1.449,3.55,9.788
